1883.  Wir vermuten , dass sie ihren Mann betrügt. ,  We suspect that she is cheating on her husband., vocabulary-tag
1884.  Unsere Nachbarn haben einen kleinen Hund. ,  Our neighbors have a small dog., vocabulary-tag
1885.  Ich hätte gerne den weißen Hut. ,  I would like the white hat., vocabulary-tag
1886.  Besitz und Geld sind nicht sehr wichtig für mich. ,  Possession and money are not very important to me., vocabulary-tag
1887.  Heute wird endlich der Fernseher geliefert! ,  Today they will deliver the TV at last!, vocabulary-tag
1888.  Es ist ziemlich stürmisch heute, du solltest dich an etwas festhalten . ,  It is pretty windy today, you should hold on to something., vocabulary-tag
1889.  Je mehr ich diese Serie ansehe, desto mehr gefällt sie mir! ,  The more I watch this series, the more I like it!, vocabulary-tag
1890.  Sein Job ist es, das gesamte Gelände zu überwachen . ,  His job is to watch the entire area., vocabulary-tag
1891.  Schönheit liegt im Auge des Betrachters. ,  Beauty lies in the eye of the beholder., vocabulary-tag
1892.  Ich glaube, dass der Motor des Autos beschädigt ist. ,  I think the motor of the car is damaged., vocabulary-tag
1893.  Im Museum darf man nichts anfassen . ,  You are not allowed to touch anything at the museum., vocabulary-tag
1894.  Ich hoffe, dass dir die Bedeutung dieser Entdeckung klar ist. ,  I hope you realize the importance of this discovery., vocabulary-tag
1895.  Morgen wird es möglicherweise schneien! ,  It will possibly snow tomorrow!, vocabulary-tag
1896.  Da du krank bist, solltest du im Bett bleiben und ruhen . ,  As you are ill you should stay in bed and rest ., vocabulary-tag
1897.  Ich möchte viele schöne Abenteuer mit dir erleben . ,  I want to experience many nice adventures with you., vocabulary-tag
1898.  Bitte versuch nicht, ständig irgendwelche Leute zu beleidigen ! ,  Please try not to offend people on a constant basis!, vocabulary-tag
1899.  Wir werden heute neue Kleider kaufen gehen. ,  We will go and buy new clothes today., vocabulary-tag
1900.  Sie gehen trotz des schlechten Wetters an den Strand. ,  They are going to the beach in spite of the bad weather., vocabulary-tag
1901.  All diese Informationen haben mich sehr verwirrt . ,  All this information has made me very confused ., vocabulary-tag
1902.  Es ist ungewöhnlich , dass es zu dieser Jahreszeit so heiß ist. ,  It is unusual , that it is so hot at this time of year., vocabulary-tag
1903.  Bei dem Verkauf haben wir viel Geld eingenommen. ,  We made a lot of money at the sale ., vocabulary-tag
1904.  Ich habe gehört , dass Chicago eine sehr schöne Stadt ist. ,  I heard that Chicago is a very nice city., vocabulary-tag
1905.  Ich kenne Rachel schon, seit wir Kinder sind. ,  I have known Rachel since we have been children., vocabulary-tag
1906.  Der Strom fließt durch diese beiden Kabel. ,  The current goes through these two cables., vocabulary-tag
1907.  Er ist immer noch nicht mit dem Internet verbunden . ,  He still isn’t connected to the internet., vocabulary-tag
1908.  Sollen wir die Treppe nehmen oder mit dem Aufzug fahren? ,  Shall we take the stairs or get the lift?, vocabulary-tag
1909.  Auf meinem Bildschirm steht eine große Null . ,  On my screen is a big zero ., vocabulary-tag
1910.  Ihr Bauch tut weh, weil sie zu schnell gegessen hat. ,  Her stomach hurts because she has eaten too quickly., vocabulary-tag
1911.  Wir werden den Gewinn an eine wohltätige Organisation spenden. ,  We will donate the profit to a charity., vocabulary-tag
1912.  Ich mag ihn wirklich, jedoch wohnt er sehr weit weg. ,  I really like hime, however , he lives very far away., vocabulary-tag
1913.  Er hat mehrere Unfälle überlebt . ,  He survived several accidents., vocabulary-tag
1914.  Wenn der Sturm kommt, sollten wir im Haus sein. ,  We should be inside the house when the storm arrives., vocabulary-tag
1915.  Es fällt ihm schwer, vernünftig zu sein. ,  It is hard for him to be reasonable ., vocabulary-tag
1916.  Nach dem Schwimmen ist sie immer sehr hungrig . ,  After swimming she is always very hungry ., vocabulary-tag
1917.  Wir haben das Projekt erfolgreich beendet! ,  We have successfully completed the project!, vocabulary-tag
1918.  Die Hunde müssen an der Leine bleiben, weil sie sonst weglaufen . ,  The dogs have to stay on a leash, otherwise they will run away ., vocabulary-tag
1919.  Heute ist das Wetter wirklich angenehm . ,  Today the weather is really pleasant ., vocabulary-tag
1920.  Ich bin davon überzeugt , dass er die Prüfung bestehen wird. ,  I am convinced that he will pass the exam., vocabulary-tag
1921.  Ich kann momentan nur Trauer und Schmerz empfinden . ,  At the moment I can only feel sadness and pain., vocabulary-tag
1922.  Viele Leute behaupten , Experten auf einem Gebiet zu sein. ,  Many people assert being an expert in a field., vocabulary-tag
1923.  Es ist erstaunlich , wie viele Leute zwei Sprachen sprechen können. ,  It is amazing how many people can speak two languages., vocabulary-tag
1924.  Die Botschaft war, dass wir noch etwas warten sollen. ,  The message was that we should wait a little longer., vocabulary-tag
1925.  Sie kommt gewöhnlich jeden Sonntag in dieses Cafe. ,  She usually comes to this café every Sunday., vocabulary-tag
1926.  Der Lehrer hat ihnen eine unmögliche Aufgabe gesetzt . ,  The teacher has set them an impossible task., vocabulary-tag
1927.  In diesem Laden klauen Kinder oft Süßigkeiten. ,  Children often steal sweets in this shop., vocabulary-tag
1928.  Sie isst eine Scheibe Brot zu ihrer Suppe. ,  She eats a slice of bread with her soup., vocabulary-tag
1929.  In Europa gibt es viele Kunstgallerien und Museen. ,  In Europe there are many art galleries and museums., vocabulary-tag
1930.  Im Süden ist es meistens sonniger als im Norden. ,  It is often sunnier in the south than in the north., vocabulary-tag
1931.  Er muss von seinen Arbeitern mehr Leistung fordern . ,  He has to demand more effort from his employees., vocabulary-tag
1932.  Ich werde dieses Jahr Chinesisch lernen. ,  This year I will learn Chinese ., vocabulary-tag
1933.  Der Tisch und die Stühle sind beweglich . ,  The table and chairs are moveable ., vocabulary-tag
1934.  Sie hat sich definitiv den richtigen Beruf ausgewählt. ,  She definitively picked the right profession ., vocabulary-tag
1935.  Es ist hier üblich , dass man erst sehr spät isst. ,  It is usual here to eat very late., vocabulary-tag
1936.  Er würde gerne eine Probe des Materials im Labor testen. ,  He would like to test a sample of the material in the laboratory., vocabulary-tag
1937.  Der Täter hat sein Opfer mehrere Wochen lang beobachtet . ,  The perpetrator observed his victim for several weeks., vocabulary-tag
1938.  Die Wunde musste mit einem Stich genäht werden. ,  The wound had to be sewed with a stitch ., vocabulary-tag
1939.  Es ist ganz normal, sich manchmal zu irren . ,  It is completely normal to be wrong sometimes., vocabulary-tag
1940.  Wir werden dich auch in Zukunft finanziell unterstützen . ,  We will also support you financially in future., vocabulary-tag
1941.  Es scheint, als hätte ich das falsche Handy mitgenommen ! ,  It seems like I have taken the wrong cell phone with me!, vocabulary-tag
1942.  Manchmal glaube ich, dass die Menschheit immer dümmer wird. ,  Sometimes I think that humanity is getting more and more stupid., vocabulary-tag
1943.  In unserem Büro achten wir alle die Regeln. ,  In our office we all respect the rules., vocabulary-tag
1944.  Wir können die Kiste nicht anheben, wir müssen sie schieben . ,  We cannot pick up the box, we have to push it., vocabulary-tag
1945.  Ich kann nicht glauben, dass er ein solcher Lügner ist! ,  I cannot believe that he is such a liar !, vocabulary-tag
1946.  Sie liegt im Gras und liest ein interessantes Buch. ,  She is lying in the grass , reading an interesting book., vocabulary-tag
1947.  Die Oper wird das Ereignis des Jahres werden! ,  The opera will be the event of the year!, vocabulary-tag
1948.  Unser Führer wird uns nachher alles genau erklären. ,  Our leader will explain everything to us in detail later on., vocabulary-tag
1949.  Er findet diesen Abenteuerroman wirklich spannend . ,  He finds this adventure novel really exciting ., vocabulary-tag
1950.  Sie hat ihm deutlich gesagt, dass sie ihn nicht mehr sehen will. ,  She clearly told him that she does not want to see him again., vocabulary-tag
1951.  Wir werden Ihnen einen Scheck schreiben. ,  We will write you a cheque ., vocabulary-tag
1952.  Diesen Mantel wollte ich mir schon seit langer Zeit kaufen. ,  I have wanted to buy this coat for a long time., vocabulary-tag
1953.  Er ist in dieser Firma angestellt . ,  He is employed by this company., vocabulary-tag
1954.  Wir heizen zu Hause nur mit Gas . ,  We only heat with gas at home., vocabulary-tag
1955.  Ich könnte mir diese Landschaft den ganzen Tag anschauen . ,  I could look at this landscape the entire day., vocabulary-tag
1956.  Er ist eifersüchtig , wenn sie mit einem anderen Mann redet. ,  He is jealous when she talks to another man., vocabulary-tag
1957.  Die Presse ist nicht immer an der Wahrheit interessiert. ,  The press isn’t always interested in the truth., vocabulary-tag
1958.  Er würde gerne ein paar Tage in Mexiko verbringen. ,  He would like to spend a few days in Mexico ., vocabulary-tag
1959.  Wir müssen das Gen finden, um es besser zu verstehen. ,  We have to find the gene in order to understand it better., vocabulary-tag
1960.  Es hat endlich aufgehört zu regnen. ,  It finally stopped raining., vocabulary-tag
1961.  Am Samstag müssen wir in den Supermarkt gehen. ,  On Saturday we have to go to the supermarket., vocabulary-tag
1962.  Jemand hat mein Fahrrad geklaut ! ,  Someone has stolen my bike!, vocabulary-tag
1963.  Es macht definitiv keinen Sinn, darüber zu streiten. ,  There is definitely no point in arguing about it., vocabulary-tag
1964.  Nachher gehen wir in ein italienisches Restaurant. ,  Afterwards we are going to an Italian restaurant., vocabulary-tag
1965.  Vielen sind die Helden der griechischen Mythologie bekannt. ,  Many know the heroes from Greek mythology., vocabulary-tag
1966.  Dein Tee ist viel süßer als meiner. ,  Your tea is much sweeter than mine., vocabulary-tag
1967.  Manche Menschen glauben, dass Vampire existieren. ,  Some people believe that vampires do exist., vocabulary-tag
1968.  Sie haben sich auseinander gelebt. ,  They have drifted apart ., vocabulary-tag
1969.  Ein wichtiger Kunde ist soeben ins Büro gekommen. ,  An important client just came to the office., vocabulary-tag
1970.  Er kann nichts hören, da er taub ist. ,  He cannot hear anything, as he is deaf ., vocabulary-tag
1971.  Es its praktisch unmöglich, gegen ihn zu gewinnen. ,  It is practically impossible to win against him., vocabulary-tag
1972.  Gleich wird er auf die Bühne kommen! ,  Soon he will enter the stage !, vocabulary-tag
1973.  Wir werden alles tun, um herauszufinden , wer das getan hat. ,  We will do everything to find out , who did this., vocabulary-tag
1974.  Das Publikum klatschte laut und wollte mehr. ,  The audience applauded loudly and wanted more., vocabulary-tag
1975.  Bitte haben Sie Gnade mit mir! ,  Please have mercy with me!, vocabulary-tag
1976.  Die Polizei hat das Gespräch aufgenommen . ,  The police have recorded the conversation., vocabulary-tag
1977.  Es ist illegal , hier zu rauchen. ,  It is illegal to smoke here., vocabulary-tag
1978.  Unsere Freundschaft ist mir unglaublich wichtig. ,  Our friendship is incredibly important to me., vocabulary-tag
1979.  Er ist aufgeregt , weil er heute nach Indien fliegt. ,  He is excited because he is flying to India today., vocabulary-tag
1980.  Seine Lippe ist nach dem Kampf geschwollen. ,  His lip is swollen after the fight., vocabulary-tag
1981.  Ich muss zugeben , dass mir der Plan gefällt. ,  I have to admit that I like the plan., vocabulary-tag
1982.  Ich brauche dringend etwas Unterstützung . ,  I urgently need some support ., vocabulary-tag
1983.  Das Regal ist ganz schief ! ,  The shelf is totally crooked !, vocabulary-tag
1984.  Wir sollten versuchen, weniger Plastik zu verwenden . ,  We should try to use less plastic., vocabulary-tag
1985.  Die beiden turteln miteinander. ,  These two flirt with each other., vocabulary-tag
1986.  Den Gefangenen ist die Flucht aus dem Gefängnis gelungen. ,  The prisoners were successful in their escape from prison., vocabulary-tag
1987.  Im Winter fahren wir oft in die Berge. ,  In winter we often go to the mountains., vocabulary-tag
1988.  Seine Schnauze ist vom Schnee ganz weiß. ,  His snout is all white from the snow., vocabulary-tag
1989.  Ich muss mit ihr sprechen – es ist ein Notfall ! ,  I have to talk to her – it is an emergency !, vocabulary-tag
1990.  Sie möchte Geld sparen , um nach Bali gehen zu können. ,  She wants to save up money to be able to go to Bali., vocabulary-tag
1991.  Wir müssen diese Kunstwerke vor Schäden bewahren . ,  We have to preserve these paintings from damage., vocabulary-tag
1992.  Er ist sich sicher, dass Gott existiert . ,  He ist certain that god exists ., vocabulary-tag
1993.  Der Stoff dieser Jacke ist ganz weich. ,  The material of this jacket is really soft., vocabulary-tag
1994.  Es ist wirklich schade , dass du schon gehst. ,  What a shame that you are leaving already., vocabulary-tag
1995.  Diese Hose sitzt etwas locker . ,  These trousers are a little loose ., vocabulary-tag
1996.  Der Prozess ist lange und kompliziert. ,  The process is long and complicated., vocabulary-tag
1997.  Ich könnte jetzt wirklich einen kleinen Snack vertragen. ,  I could really do with a small snack right now., vocabulary-tag
1998.  Der Spion schreibt sich wichtige Informationen auf. ,  The spy writes down important information., vocabulary-tag
